value,type,id,key
tree,regular,3984422885,natural
USGS Large Scale Imagery,regular,3984422885,source
broadleaved,regular,3984422915,leaf_type
tree,regular,3984422915,natural
USGS Large Scale Imagery,regular,3984422915,source
broadleaved,regular,3984422965,leaf_type
tree,regular,3984422965,natural
USGS Large Scale Imagery,regular,3984422965,source
stone,regular,3984423035,natural
USGS Large Scale Imagery,regular,3984423035,source
picnic_table,regular,3984423055,leisure
USGS Large Scale Imagery,regular,3984423055,source
bench,regular,3984423265,amenity
USGS Large Scale Imagery,regular,3984423265,source
bench,regular,3984423275,amenity
USGS Large Scale Imagery,regular,3984423275,source
yes,regular,3984423285,bench
bus_stop,regular,3984423285,highway
yes,regular,3984423285,shelter
USGS Large Scale Imagery,regular,3984423285,source
backward,regular,3984423295,direction
stop,regular,3984423295,highway
USGS Large Scale Imagery,regular,3984423295,source
unmarked,regular,3984423525,crossing
crossing,regular,3984423525,highway
USGS Large Scale Imagery,regular,3984423525,source
forward,regular,3985477696,direction
stop,regular,3985477696,highway
USGS Large Scale Imagery,regular,3985477696,source
swing_gate,regular,3985477706,barrier
USGS Large Scale Imagery,regular,3985477706,source
yes,regular,3985486093,noexit
USGS Large Scale Imagery,regular,3985486093,source
broadleaved,regular,3988447641,leaf_type
tree,regular,3988447641,natural
USGS Large Scale Imagery,regular,3988447641,source
picnic_table,regular,3988447651,leisure
USGS Large Scale Imagery,regular,3988447651,source
yes,regular,3989010508,bench
bus_stop,regular,3989010508,highway
yes,regular,3989010508,lit
3,regular,3989010508,seats
yes,regular,3989010508,shelter
public_transport,regular,3989010508,shelter_type
USGS Large Scale Imagery,regular,3989010508,source
broadleaved,regular,3990897565,leaf_type
tree,regular,3990897565,natural
USGS Large Scale Imagery,regular,3990897565,source
swing_gate,regular,3990897586,barrier
USGS Large Scale Imagery,regular,3990897586,source
fountain,regular,3990897977,amenity
USGS Large Scale Imagery,regular,3990897977,source
statue,regular,3990898037,artwork_type
USGS Large Scale Imagery,regular,3990898037,source
artwork,regular,3990898037,tourism
stop,regular,3990898117,highway
USGS Large Scale Imagery,regular,3990898117,source
broadleaved,regular,3996039517,leaf_type
tree,regular,3996039517,natural
USGS Large Scale Imagery,regular,3996039517,source
broadleaved,regular,3996257782,leaf_type
tree,regular,3996257782,natural
USGS Large Scale Imagery,regular,3996257782,source
broadleaved,regular,3996257792,leaf_type
tree,regular,3996257792,natural
USGS Large Scale Imagery,regular,3996257792,source
broadleaved,regular,3996257802,leaf_type
tree,regular,3996257802,natural
USGS Large Scale Imagery,regular,3996257802,source
broadleaved,regular,3996257872,leaf_type
tree,regular,3996257872,natural
USGS Large Scale Imagery,regular,3996257872,source
broadleaved,regular,3996257912,leaf_type
tree,regular,3996257912,natural
USGS Large Scale Imagery,regular,3996257912,source
broadleaved,regular,3996257952,leaf_type
tree,regular,3996257952,natural
USGS Large Scale Imagery,regular,3996257952,source
needleleaved,regular,3996258062,leaf_type
tree,regular,3996258062,natural
USGS Large Scale Imagery,regular,3996258062,source
broadleaved,regular,3996258122,leaf_type
tree,regular,3996258122,natural
USGS Large Scale Imagery,regular,3996258122,source
broadleaved,regular,3996258132,leaf_type
tree,regular,3996258132,natural
USGS Large Scale Imagery,regular,3996258132,source
unmarked,regular,3996258302,crossing
crossing,regular,3996258302,highway
USGS Large Scale Imagery,regular,3996258302,source
broadleaved,regular,3998230373,leaf_type
tree,regular,3998230373,natural
USGS Large Scale Imagery,regular,3998230373,source
broadleaved,regular,3998230403,leaf_type
tree,regular,3998230403,natural
USGS Large Scale Imagery,regular,3998230403,source
broadleaved,regular,3998230493,leaf_type
tree,regular,3998230493,natural
USGS Large Scale Imagery,regular,3998230493,source
broadleaved,regular,3998230513,leaf_type
tree,regular,3998230513,natural
USGS Large Scale Imagery,regular,3998230513,source
broadleaved,regular,3998230533,leaf_type
tree,regular,3998230533,natural
USGS Large Scale Imagery,regular,3998230533,source
broadleaved,regular,3998230633,leaf_type
tree,regular,3998230633,natural
USGS Large Scale Imagery,regular,3998230633,source
needleleaved,regular,3998230693,leaf_type
tree,regular,3998230693,natural
USGS Large Scale Imagery,regular,3998230693,source
broadleaved,regular,3998230763,leaf_type
tree,regular,3998230763,natural
USGS Large Scale Imagery,regular,3998230763,source
pole,regular,3999146009,power
USGS Large Scale Imagery,regular,3999146009,source
pole,regular,3999146019,power
USGS Large Scale Imagery,regular,3999146019,source
pole,regular,3999146029,power
USGS Large Scale Imagery,regular,3999146029,source
pole,regular,3999146039,power
USGS Large Scale Imagery,regular,3999146039,source
pole,regular,3999146049,power
USGS Large Scale Imagery,regular,3999146049,source
backward,regular,3999496393,direction
stop,regular,3999496393,highway
USGS Large Scale Imagery,regular,3999496393,source
needleleaved,regular,3999892175,leaf_type
tree,regular,3999892175,natural
USGS Large Scale Imagery,regular,3999892175,source
needleleaved,regular,3999892185,leaf_type
tree,regular,3999892185,natural
USGS Large Scale Imagery,regular,3999892185,source
needleleaved,regular,3999892195,leaf_type
tree,regular,3999892195,natural
USGS Large Scale Imagery,regular,3999892195,source
broadleaved,regular,4008118011,leaf_type
tree,regular,4008118011,natural
USGS Large Scale Imagery,regular,4008118011,source
broadleaved,regular,4008449074,leaf_type
tree,regular,4008449074,natural
USGS Large Scale Imagery,regular,4008449074,source
uncontrolled,regular,4010390583,crossing
crossing,regular,4010390583,highway
USGS Large Scale Imagery,regular,4010390583,source
flagpole,regular,4010393198,man_made
USGS Large Scale Imagery,regular,4010393198,source
broadleaved,regular,4010497547,leaf_type
tree,regular,4010497547,natural
USGS Large Scale Imagery,regular,4010497547,source
needleleaved,regular,4010497617,leaf_type
tree,regular,4010497617,natural
USGS Large Scale Imagery,regular,4010497617,source
broadleaved,regular,4010497657,leaf_type
tree,regular,4010497657,natural
USGS Large Scale Imagery,regular,4010497657,source
needleleaved,regular,4010508872,leaf_type
tree,regular,4010508872,natural
USGS Large Scale Imagery,regular,4010508872,source
broadleaved,regular,4010508912,leaf_type
tree,regular,4010508912,natural
USGS Large Scale Imagery,regular,4010508912,source
tree,regular,4010508932,natural
USGS Large Scale Imagery,regular,4010508932,source
broadleaved,regular,4010509032,leaf_type
tree,regular,4010509032,natural
USGS Large Scale Imagery,regular,4010509032,source
broadleaved,regular,4010509052,leaf_type
tree,regular,4010509052,natural
USGS Large Scale Imagery,regular,4010509052,source
broadleaved,regular,4010509092,leaf_type
tree,regular,4010509092,natural
USGS Large Scale Imagery,regular,4010509092,source
broadleaved,regular,4010509102,leaf_type
tree,regular,4010509102,natural
USGS Large Scale Imagery,regular,4010509102,source
unmarked,regular,4011685368,crossing
crossing,regular,4011685368,highway
USGS Large Scale Imagery,regular,4011685368,source
unmarked,regular,4011685508,crossing
crossing,regular,4011685508,highway
USGS Large Scale Imagery,regular,4011685508,source
broadleaved,regular,4011685538,leaf_type
tree,regular,4011685538,natural
USGS Large Scale Imagery,regular,4011685538,source
needleleaved,regular,4011685668,leaf_type
tree,regular,4011685668,natural
USGS Large Scale Imagery,regular,4011685668,source
picnic_table,regular,4013702604,leisure
USGS Large Scale Imagery,regular,4013702604,source
Are these ways connected?,regular,4013702644,fixme
picnic_table,regular,4013702734,leisure
USGS Large Scale Imagery,regular,4013702734,source
backward,regular,4013702894,direction
stop,regular,4013702894,highway
USGS Large Scale Imagery,regular,4013702894,source
uncontrolled,regular,4013702904,crossing
crossing,regular,4013702904,highway
USGS Large Scale Imagery,regular,4013702904,source
yes,regular,4013702954,noexit
USGS Large Scale Imagery,regular,4013702954,source
broadleaved,regular,4013703095,leaf_type
tree,regular,4013703095,natural
USGS Large Scale Imagery,regular,4013703095,source
broadleaved,regular,4013703105,leaf_type
tree,regular,4013703105,natural
USGS Large Scale Imagery,regular,4013703105,source
picnic_table,regular,4013703115,leisure
USGS Large Scale Imagery,regular,4013703115,source
backward,regular,4013703125,direction
stop,regular,4013703125,highway
USGS Large Scale Imagery,regular,4013703125,source
mast,regular,4013703135,man_made
USGS Large Scale Imagery,regular,4013703135,source
lighting,tower,4013703135,type
rumble_strip,regular,4013703325,traffic_calming
stone,regular,4013703355,natural
USGS Large Scale Imagery,regular,4013703355,source
rock,regular,4013703365,natural
USGS Large Scale Imagery,regular,4013703365,source
rock,regular,4013703375,natural
USGS Large Scale Imagery,regular,4013703375,source
no,regular,4013703565,access
block,regular,4013703565,barrier
yes,regular,4013703565,bicycle
yes,regular,4013703565,foot
broadleaved,regular,4013703775,leaf_type
tree,regular,4013703775,natural
USGS Large Scale Imagery,regular,4013703775,source
backward,regular,4013885990,direction
stop,regular,4013885990,highway
USGS Large Scale Imagery,regular,4013885990,source
unmarked,regular,4013917927,crossing
crossing,regular,4013917927,highway
USGS Large Scale Imagery,regular,4013917927,source
stop,regular,4014606839,highway
USGS Large Scale Imagery,regular,4014606839,source
USGS Large Scale Imagery,regular,4014606909,source
bump,regular,4014606909,traffic_calming
USGS Large Scale Imagery,regular,4014606919,source
bump,regular,4014606919,traffic_calming
needleleaved,regular,4015842883,leaf_type
tree,regular,4015842883,natural
USGS Large Scale Imagery,regular,4015842883,source
broadleaved,regular,4015843003,leaf_type
tree,regular,4015843003,natural
USGS Large Scale Imagery,regular,4015843003,source
unmarked,regular,4015843023,crossing
crossing,regular,4015843023,highway
USGS Large Scale Imagery,regular,4015843023,source
broadleaved,regular,4015843043,leaf_type
tree,regular,4015843043,natural
USGS Large Scale Imagery,regular,4015843043,source
broadleaved,regular,4015843053,leaf_type
tree,regular,4015843053,natural
USGS Large Scale Imagery,regular,4015843053,source
unmarked,regular,4015843083,crossing
crossing,regular,4015843083,highway
USGS Large Scale Imagery,regular,4015843083,source
broadleaved,regular,4015843123,leaf_type
tree,regular,4015843123,natural
USGS Large Scale Imagery,regular,4015843123,source
broadleaved,regular,4015843163,leaf_type
tree,regular,4015843163,natural
USGS Large Scale Imagery,regular,4015843163,source
broadleaved,regular,4015843173,leaf_type
tree,regular,4015843173,natural
USGS Large Scale Imagery,regular,4015843173,source
broadleaved,regular,4015843213,leaf_type
tree,regular,4015843213,natural
USGS Large Scale Imagery,regular,4015843213,source
broadleaved,regular,4015843263,leaf_type
tree,regular,4015843263,natural
USGS Large Scale Imagery,regular,4015843263,source
broadleaved,regular,4015843293,leaf_type
tree,regular,4015843293,natural
USGS Large Scale Imagery,regular,4015843293,source
unmarked,regular,4015843303,crossing
crossing,regular,4015843303,highway
USGS Large Scale Imagery,regular,4015843303,source
broadleaved,regular,4015843323,leaf_type
tree,regular,4015843323,natural
USGS Large Scale Imagery,regular,4015843323,source
unmarked,regular,4015843343,crossing
crossing,regular,4015843343,highway
USGS Large Scale Imagery,regular,4015843343,source
yes,regular,4015843363,noexit
USGS Large Scale Imagery,regular,4015843363,source
tree,regular,4015843373,natural
USGS Large Scale Imagery,regular,4015843373,source
tree,regular,4015843383,natural
USGS Large Scale Imagery,regular,4015843383,source
yes,regular,4015843403,entrance
USGS Large Scale Imagery,regular,4015843403,source
unmarked,regular,4015843423,crossing
crossing,regular,4015843423,highway
USGS Large Scale Imagery,regular,4015843423,source
needleleaved,regular,4015843473,leaf_type
tree,regular,4015843473,natural
USGS Large Scale Imagery,regular,4015843473,source
bollard,regular,4015843493,barrier
yes,regular,4015843493,bicycle
yes,regular,4015843493,foot
needleleaved,regular,4015843503,leaf_type
tree,regular,4015843503,natural
USGS Large Scale Imagery,regular,4015843503,source
needleleaved,regular,4015843523,leaf_type
tree,regular,4015843523,natural
USGS Large Scale Imagery,regular,4015843523,source
needleleaved,regular,4015843533,leaf_type
tree,regular,4015843533,natural
USGS Large Scale Imagery,regular,4015843533,source
needleleaved,regular,4015843543,leaf_type
tree,regular,4015843543,natural
USGS Large Scale Imagery,regular,4015843543,source
needleleaved,regular,4015843553,leaf_type
tree,regular,4015843553,natural
USGS Large Scale Imagery,regular,4015843553,source
traffic_signals,regular,4018042287,highway
USGS Large Scale Imagery,regular,4018042287,source
yes,regular,4018042317,bench
yes,regular,4018042317,bus
bus_stop,regular,4018042317,highway
platform,regular,4018042317,public_transport
yes,regular,4018042317,shelter
USGS Large Scale Imagery,regular,4018042317,source
uncontrolled,regular,4018042337,crossing
crossing,regular,4018042337,highway
USGS Large Scale Imagery,regular,4018042337,source
traffic_signals,regular,4018042357,highway
USGS Large Scale Imagery,regular,4018042357,source
yes,regular,4018042387,bicycle
traffic_signals,regular,4018042387,crossing
crossing,regular,4018042387,highway
USGS Large Scale Imagery,regular,4018042387,source
unmarked,regular,4018042447,crossing
crossing,regular,4018042447,highway
USGS Large Scale Imagery,regular,4018042447,source
stop,regular,4039645222,highway
shower,regular,4139925465,amenity
hitching_post,regular,4216273455,horse_riding
yes,regular,4216273455,leisure
Hitching Post,regular,4216273455,name
gate,regular,4220109258,barrier
waste_basket,regular,4220113798,amenity
board,regular,4227394125,information
Endangered Gem,regular,4227394125,name
Golden Gate National Recreation Area,regular,4227394125,operator
information,regular,4227394125,tourism
turning_circle,regular,4348046549,highway
Bing,regular,4348046549,source
broadleaved,regular,4348873480,leaf_type
tree,regular,4348873480,natural
USGS Large Scale Imagery,regular,4348873480,source
broadleaved,regular,4348873490,leaf_type
tree,regular,4348873490,natural
USGS Large Scale Imagery,regular,4348873490,source
broadleaved,regular,4348873510,leaf_type
tree,regular,4348873510,natural
USGS Large Scale Imagery,regular,4348873510,source
broadleaved,regular,4348873520,leaf_type
tree,regular,4348873520,natural
USGS Large Scale Imagery,regular,4348873520,source
private,regular,4348873530,access
gate,regular,4348873530,barrier
USGS Large Scale Imagery,regular,4348873530,source
private,regular,4348873560,access
gate,regular,4348873560,barrier
USGS Large Scale Imagery,regular,4348873560,source
restaurant,regular,4372697910,amenity
Milano Pizza,regular,4372697910,name
Milano Pizza,name,4372697910,en
pedestrian,regular,4405634323,crossing
crossing,regular,4405634323,highway
yes,regular,4405634323,tactile_paving
traffic_signals,regular,4405634333,crossing
crossing,regular,4405634333,highway
uncontrolled,regular,4405634343,crossing
crossing,regular,4405634343,highway
uncontrolled,regular,4405634353,crossing
crossing,regular,4405634353,highway
uncontrolled,regular,4405634993,crossing
crossing,regular,4405634993,highway
uncontrolled,regular,4405635033,crossing
crossing,regular,4405635033,highway
traffic_signals,regular,4405635073,crossing
crossing,regular,4405635073,highway
Bellam Boulevard,addr,4413885590,street
No1 Cut & Perm,regular,4413885590,name
No1 Cut & Perm,name,4413885590,en
Mo-Sa 09:30-17:30,regular,4413885590,opening_hours
(415) 456-0098,regular,4413885590,phone
hairdresser,regular,4413885590,shop
bench,regular,4414081303,amenity
bench,regular,4414163389,amenity
O'Reilly Auto Parts,regular,4414245889,name
O'Reilly Auto Parts,name,4414245889,en
car_parts,regular,4414245889,shop
363,addr,4415335993,housenumber
3rd Street,addr,4415335993,street
Sprint,regular,4415335993,name
Sprint,name,4415335993,en
Mo-Sa 10:00-20:00; Su 11:00-18:00,regular,4415335993,opening_hours
mobile_phone,regular,4415335993,shop
345,addr,4415547289,housenumber
3rd Street,addr,4415547289,street
fast_food,regular,4415547289,amenity
mexican,regular,4415547289,cuisine
Chipotle Mexican Grill,regular,4415547289,name
Chipotle Mexican Grill,name,4415547289,en
Mo-Su 11:00-22:00,regular,4415547289,opening_hours
drinking_water,regular,4421494517,amenity
yes,regular,4421494517,dog
charging_station,regular,4426941589,amenity
ChargePoint,regular,4426941589,operator
bar,regular,4429538893,amenity
wlan,regular,4429538893,internet_access
Pig in a Pickle,regular,4429538893,name
Pig in a Pickle,name,4429538893,en
fuel,regular,4431427089,amenity
Chevron,regular,4431427089,name
Chevron,name,4431427089,en
Point Resistance,regular,4434836157,name
cape,regular,4434836157,natural
825,addr,4448366689,housenumber
5th Avenue,addr,4448366689,street
California Tires & Wheels,regular,4448366689,name
California Tires & Wheels,name,4448366689,en
Mo-Fr 21:15-06:00; Sa 21:15-05:00,regular,4448366689,opening_hours
(415) 453-4310,regular,4448366689,phone
tyres,regular,4448366689,shop
bench,regular,4451148990,amenity
bench,regular,4451188790,amenity
history,regular,4459838153,board_type
board,regular,4459838153,information
Detention Barracks,regular,4459838153,name
information,regular,4459838153,tourism
bench,regular,4459838163,amenity
yes,regular,4459838163,backrest
bench,regular,4459838193,amenity
yes,regular,4459838193,backrest
E,regular,4459838193,direction
703,addr,4461136090,housenumber
San Anselmo Avenue,addr,4461136090,street
Siren Salon,regular,4461136090,name
Siren Salon,name,4461136090,en
(415) 457-4736,regular,4461136090,phone
hairdresser,regular,4461136090,shop
http://www.sirensalon.com,regular,4461136090,website
Andronico's Community Market,regular,4461164689,name
Andronico's Community Market,name,4461164689,en
Mo-Su 19:00-10:00,regular,4461164689,opening_hours
supermarket,regular,4461164689,shop
atm,regular,4461165993,amenity
Bank of America,regular,4461165993,operator
restaurant,regular,4486021602,amenity
seafood,regular,4486021602,cuisine
The Bay View,regular,4486021602,name
http://www.innatthetides.com/default.aspx?pg=bay-view,regular,4486021602,website
1115,addr,4501824292,housenumber
Magnolia Avenue,addr,4501824292,street
bank,regular,4501824292,amenity
WestAmerica Bank,regular,4501824292,name
WestAmerica Bank,name,4501824292,en
Mo-Th 21:00-04:00; Fr 21:00-06:00,regular,4501824292,opening_hours
WestAmerica Bank,regular,4501824292,operator
bus_stop,regular,4501855089,highway
#40225,regular,4501855089,name
Golden Gate #40225,name,4501855089,en
Golden Gate Transit,regular,4501855089,operator
turning_circle,regular,4504033798,highway
448,addr,4527800069,housenumber
Ignacio Boulevard,addr,4527800069,street
Pacheco Dry Cleaners,regular,4527800069,name
dry_cleaning,regular,4527800069,shop
Best Hair,regular,4527820396,name
hairdresser,regular,4527820396,shop
415-506-4301,regular,4545929615,Fax
415-497-8476,regular,4545929615,Phone
San Anselmo,addr,4545929615,city
15,addr,4545929615,housenumber
94960,addr,4545929615,postcode
CA,addr,4545929615,state
Austin Avenue,addr,4545929615,street
Patricia J Stamm MD,regular,4545929615,name
http://patricajstammmd.com,regular,4545929615,website
Petaluma,addr,4562368051,city
1101,addr,4562368051,housenumber
94954,addr,4562368051,postcode
Jacobsen Ln,addr,4562368051,street
"1101 Jacobsen Ln, Petaluma, CA 94954",regular,4562368051,name
crossing,regular,4599200303,highway
restaurant,regular,4604960676,amenity
House of Bagels,regular,4604960676,name
12794,addr,4608584899,housenumber
94937,addr,4608584899,postcode
Sir Francis Drake Boulevard,addr,4608584899,street
dancingcoyotebeachcottages@gmail.com,regular,4608584899,email
Dancing Coyote Beach Cottages,regular,4608584899,name
Rachel & Greg,regular,4608584899,operator
(415) 669-7200,regular,4608584899,phone
hotel,regular,4608584899,tourism
http://dancingcoyotebeach.com,regular,4608584899,website
viewpoint,regular,4612574406,tourism
San Rafael,addr,4639638788,city
US,addr,4639638788,country
4320,addr,4639638788,housenumber
94903,addr,4639638788,postcode
CA,addr,4639638788,state
Redwood Highway,addr,4639638788,street
#400,addr,4639638788,unit
ErosTek,regular,4639638788,name
company,regular,4639638788,office
+1 415 376 6350,regular,4639638788,phone
http://erostek.com/,regular,4639638788,website
stone,regular,4666479459,natural
Bing (data 2013),regular,4666479459,source
bus_stop,regular,4684711789,highway
#40298,regular,4684711789,name
#40298,name,4684711789,en
MarinTransit,regular,4684711789,operator
place_of_worship,regular,4696082240,amenity
christian,regular,4696082240,religion
bump,regular,4707387693,traffic_calming
Sonoma,addr,4709924441,city
23355,addr,4709924441,housenumber
95476,addr,4709924441,postcode
CA,addr,4709924441,state
Millerick Road,addr,4709924441,street
winery,regular,4709924441,craft
Larson Family Winery,regular,4709924441,name
10am-5pm,regular,4709924441,opening_hours
picnic_site,regular,4731596426,tourism
park,regular,4746316458,leisure
Sir Francis Drake Boulevard,addr,4812831523,street
restaurant,regular,4812831523,amenity
american,regular,4812831523,cuisine
Fog's Kitchen,regular,4812831523,name
parking,regular,4836092672,amenity
Wall Beach,regular,4878708789,name
beach,regular,4878708789,natural
No Name Beach,regular,4878747634,name
beach,regular,4878747634,natural
Miller Boat Launch,regular,4878780335,name
Sand Point,regular,4878817221,name
cape,regular,4878817221,natural
turning_circle,regular,4879356171,highway
"Anchor and plaque commemorating Francis Drake's June 17, 1579 sailing of the Golden Hinde into what is now Drake's Cove and the ship's subsequent  encampment.",regular,4894222553,description
memorial,regular,4894222553,historic
Golden Hinde landing,regular,4894222553,name
survey,regular,4894222553,source
traffic_signals,regular,4896735081,highway
signal,regular,4896735081,traffic_signals
bank,regular,4907005444,amenity
yes,regular,4907005444,atm
US Bank,regular,4907005444,name
Mill Valley,addr,4907005454,city
515,addr,4907005454,housenumber
94941,addr,4907005454,postcode
CA,addr,4907005454,state
Miller Avenue,addr,4907005454,street
Toyhouse Mill Valley,regular,4907005454,name
toys,regular,4907005454,shop
theatre,regular,4907746158,amenity
Marin Theatre Company,regular,4907746158,name
backward,regular,4931877729,direction
stop,regular,4931877729,highway
Esri,regular,4931877729,source
US:R1-1,regular,4931877729,traffic_sign
turning_circle,regular,4948646998,highway
gate,regular,4962794067,barrier
Sausalito,addr,4969379330,city
300,addr,4969379330,housenumber
CA,addr,4969379330,state
Turney Street,addr,4969379330,street
restaurant,regular,4969379330,amenity
regional,regular,4969379330,cuisine
A traditional beer hall and restaurant.,regular,4969379330,description
Joinery,regular,4969379330,name
Mo-Su 11AM - 8PM,regular,4969379330,opening_hours
yes,regular,4969379330,outdoor_seating
bicycle_repair_station,regular,5078011222,amenity
waste_basket,regular,5078011232,amenity
forward,regular,5082081790,direction
Mapillary,regular,5082081790,source
"US:W12-2[14'1""]",regular,5082081790,traffic_sign
backward,regular,5082081810,direction
stop,regular,5082081810,highway
US:R1-1,regular,5082081810,traffic_sign
unmarked,regular,5082083040,crossing
crossing,regular,5082083040,highway
Esri,regular,5082083040,source
backward,regular,5082083110,direction
stop,regular,5082083110,highway
US:R1-1,regular,5082083110,traffic_sign
backward,regular,5096686884,direction
Mapillary,regular,5096686884,source
US:R3-4,regular,5096686884,traffic_sign
fuel,regular,5142392621,amenity
76 Top Tier,regular,5142392621,name
pier,regular,5149800342,man_made
Moore Road Pier,regular,5149800342,name
drinking_water,regular,5171995122,amenity
atm,regular,5178905268,amenity
Bank of America,regular,5178905268,brand
yes,regular,5178905268,wheelchair
fast_food,regular,5178905278,amenity
SubWay,regular,5178905278,name
Mo-Su 07:00-21:00,regular,5178905278,opening_hours
yes,regular,5178905278,takeaway
yes,regular,5178905278,wheelchair
toilets,regular,5215391521,amenity
Leghorn's park,regular,5215391521,operator
bench,regular,5241881440,amenity
yes,regular,5241881440,backrest
fire_station,regular,5261548887,amenity
Mill Valley FIre Department Station 7,regular,5261548887,name
toilets,regular,5261548897,amenity
school,regular,5265335672,amenity
Mt. Tam School,regular,5265335672,name
bench,regular,5265335692,amenity
cafe,regular,5265426809,amenity
Coyote Coffee,regular,5265426809,name
Tam Rentals,regular,5265426819,name
hardware,regular,5265426819,shop
Green Door Design,regular,5266965811,name
florist,regular,5266965811,shop
fuel,regular,5267416754,amenity
Arco,regular,5267416754,name
bank,regular,5267416784,amenity
First Republic Bank,regular,5267416784,name
Wellsys,regular,5288534154,name
yes,regular,5288534154,office
turning_circle,regular,5316577687,highway
Novato,addr,5331508839,city
5800,addr,5331508839,housenumber
94949,addr,5331508839,postcode
CA,addr,5331508839,state
Nave Drive,addr,5331508839,street
C,addr,5331508839,unit
restaurant,regular,5331508839,amenity
burger,regular,5331508839,cuisine
Super Duper Burgers,regular,5331508839,name
Mo-Su 10:30-22:00,regular,5331508839,opening_hours
yes,regular,5331508839,outdoor_seating
yes,regular,5331508839,takeaway
Supercuts,regular,5331535226,name
hairdresser,regular,5331535226,shop
Marshalls,regular,5331539418,name
clothes,regular,5331539418,shop
Macy's Furniture Gallery,regular,5331557908,name
department_store,regular,5331557908,shop
fast_food,regular,5333495226,amenity
Papa Murphy's,regular,5333495226,name
fitness_centre,regular,5333513953,leisure
The Bar Method,regular,5333513953,name
